ID,主要技能名稱,課程名稱,評分,評論數,Metadata,課程網址,課程,技能,課程資訊,師資,開課時間,建議學習時間,學習時長,語言
59,C++,Data Structures and Algorithms,4.6,17K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/data-structures-algorithms,Data Structures and Algorithms,"Data Structures, Theoretical Computer Science, Graph Theory, Bioinformatics, Computer Programming, Software Testing, Programming Principles, C and C++, Javascript, Debugging, Network Analysis, Test Case, Algorithms, Computational Thinking, Program Development, Data Storage, Java, Development Testing",Algorithmic Toolbox | Data Structures | Algorithms on Graphs | Algorithms on Strings | Advanced Algorithms and Complexity | Genome Assembly Programming Challenge,,Starts Feb 17,P5M,P5M,en
60,C++,"C, Go, and C++: A Comprehensive Introduction to Programming",4.5,9.6K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/c-go-c-plus-plus,"C, Go, and C++: A Comprehensive Introduction to Programming","Unit Testing, Data Structures, Graph Theory, Integration Testing, Software Design Patterns, Computer Programming, Software Testing, Programming Principles, Software Documentation, File I/O, Debugging, Artificial Intelligence, Software Design, Algorithms, Program Development, Object Oriented Programming (OOP)","C for Everyone, Part 1: Programming Fundamentals | C for Everyone, Part 2: Structured Programming | GO Programming for Everyone: Part 1 | GO Programming for Everyone: Part 2 | C++ For C Programmers, Part A | C++ For C Programmers, Part B",,Starts Feb 17,P2M,P2M,en
61,Go,Programming with Google Go,4.6,3K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/google-golang,Programming with Google Go,"Data Structures, Functional Design, Data Access, Debugging, Computer Programming Tools, Software Design, Back-End Web Development, Computer Architecture, Algorithms, Object Oriented Programming (OOP), System Programming","Getting Started with Go | Functions, Methods, and Interfaces in Go | Concurrency in Go",,Starts Feb 17,P1M,P1M,en
62,Go,Getting Started with Go,4.6,2.5K reviews,Intermediate · Course · 1 - 3 Months,https://www.coursera.org/learn/golang-getting-started,Getting Started with Go,"Back-End Web Development, Debugging, Computer Programming Tools, Data Access, System Programming",,,Starts Feb 17,,,
63,Go,Optimize Growth: Map and Evaluate ROI,0,0 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/optimize-growth-map--evaluate-roi,Optimize Growth: Map and Evaluate ROI,"Performance Analysis, Variance Analysis, Performance Measurement, Revenue Forecasting, Growth Strategies, Marketing Effectiveness, Product Development, Business Planning, Market Opportunities, Key Performance Indicators (KPIs), Business Development, Return On Investment, Business Strategy, Data-Driven Decision-Making, Gap Analysis",,,Starts Feb 17,,,
64,Go,Introduction to Git and GitHub,4.8,8K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-git-github,Introduction to Git and GitHub,"Issue Tracking, GitHub, Continuous Integration, Software Development Tools, Version Control, Command-Line Interface, Collaborative Software, Software Versioning, Code Review, Git (Version Control System)",,,Starts Feb 17,,,
65,Go,GO Programming for Everyone: Part 1,3.8,9 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/go-programming-everyone-part-1,GO Programming for Everyone: Part 1,"Go (Programming Language), Data Structures, Algorithms, C (Programming Language), Program Development, Debugging, Integrated Development Environments, File I/O, Computer Programming",,,Starts Feb 17,,,
66,Go,Google Prompting Essentials,4.8,6.4K reviews,Beginner · Specialization · 1 - 4 Weeks,https://www.coursera.org/specializations/prompting-essentials-google,Google Prompting Essentials,"Data Presentation, Business Correspondence, Complex Problem Solving, Artificial Intelligence, Multimodal Prompts, Document Management, Critical Thinking, Ideation, Machine Learning, Email Automation, Data Analysis, Report Writing, Solution Design, Concision, Generative AI Agents, AI Enablement, Data Visualization",Start Writing Prompts like a Pro | Design Prompts for Everyday Work Tasks | Speed Up Data Analysis and Presentation Building | Use AI as a Creative or Expert Partner,,Starts Feb 17,P1M,P1M,en
67,Go,"C, Go, and C++: A Comprehensive Introduction to Programming",4.5,9.6K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/c-go-c-plus-plus,"C, Go, and C++: A Comprehensive Introduction to Programming","Unit Testing, Data Structures, Graph Theory, Integration Testing, Software Design Patterns, Computer Programming, Software Testing, Programming Principles, Software Documentation, File I/O, Debugging, Artificial Intelligence, Software Design, Algorithms, Program Development, Object Oriented Programming (OOP)","C for Everyone, Part 1: Programming Fundamentals | C for Everyone, Part 2: Structured Programming | GO Programming for Everyone: Part 1 | GO Programming for Everyone: Part 2 | C++ For C Programmers, Part A | C++ For C Programmers, Part B",,Starts Feb 17,P2M,P2M,en
68,Go,Go Programming Language,2.9,42 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/go-programming-language,Go Programming Language,"Data Structures, Computer Programming, Programming Principles, Development Environment, Cloud-Native Computing, Software Architecture, Web Services, Other Programming Languages, CI/CD, Software Development Tools, Program Development, Data Sharing, Object Oriented Design, Network Security",Programming with Golang | Advanced Golang Concepts | Mastering Multithreading with Go | Go for Cloud and Networks,,Starts Feb 17,P4M,P4M,en
69,Go,Concurrency in Go,4.7,796 reviews,Intermediate · Course · 1 - 4 Weeks,https://www.coursera.org/learn/golang-concurrency,Concurrency in Go,"Go (Programming Language), System Programming, Algorithms, Computer Architecture, Operating Systems",,,Starts Feb 17,,,
70,Go,Generative AI and ChatGPT - Quickstart with Examples,0,0 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-generative-ai-and-chatgpt-quickstart-with-examples-sz9eb,Generative AI and ChatGPT - Quickstart with Examples,"Application Programming Interface (API), Artificial Intelligence, OpenAI API, Node.JS, ChatGPT, Authentications, Prompt Engineering, Natural Language Processing, Generative AI",,,Starts Feb 17,,,
71,Go,Introduction to Generative AI,4.7,11K reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/introduction-to-generative-ai,Introduction to Generative AI,"Google Cloud Platform, Generative AI, Artificial Intelligence, Machine Learning Methods",,,Starts Feb 17,,,
72,Go,Go and C++:  Programming in Two Successor Languages of C,4.4,2.5K reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/go-and-c-plus-plus,Go and C++:  Programming in Two Successor Languages of C,"Unit Testing, Data Structures, System Design and Implementation, Graph Theory, Integration Testing, Software Design Patterns, Computer Programming, Software Testing, Programming Principles, File I/O, Debugging, Artificial Intelligence, Software Design, Algorithms, Program Development, Object Oriented Programming (OOP)","GO Programming for Everyone: Part 1 | GO Programming for Everyone: Part 2 | C++ For C Programmers, Part A | C++ For C Programmers, Part B",,Starts Feb 17,P2M,P2M,en
73,Ruby,Learn to Code with Ruby,4.4,17 reviews,Intermediate · Specialization · 3 - 6 Months,https://www.coursera.org/specializations/packt-learn-to-code-with-ruby," Learn to Code with Ruby","Data Structures, Software Design Patterns, Computer Programming, Programming Principles, Software Documentation, Testability, Development Environment, File I/O, Debugging, Web Development, Package and Software Management, Program Development, Object Oriented Programming (OOP), Scripting, Scripting Languages, Development Testing",Ruby Fundamentals and Basic Programming Concepts | Intermediate Ruby Programming and Control Structures | Advanced Ruby Programming and Object-Oriented Design,,Starts Feb 17,P1M,P1M,en
74,Ruby,Intro to Ruby on Rails,0,0 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/packt-intro-to-ruby-on-rails-b88yn,Intro to Ruby on Rails,"Application Deployment, Ruby (Programming Language), Model View Controller, Development Environment, Restful API, Test Automation, Ruby on Rails, Object-Relational Mapping, Web Applications, Data Validation, Web Development, Authentications",,,Starts Feb 17,,,
75,Ruby,Ruby Fundamentals and Basic Programming Concepts,4.5,10 reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/packt-ruby-fundamentals-and-basic-programming-concepts-oiwfl,Ruby Fundamentals and Basic Programming Concepts,"Integrated Development Environments, Debugging, Command-Line Interface, Software Installation, Apple Xcode, Computer Programming, Programming Principles, Microsoft Windows, Object Oriented Programming (OOP), Development Environment, Ruby (Programming Language)",,,Starts Feb 17,,,
76,Ruby,Advanced Ruby Programming and Object-Oriented Design,0,0 reviews,Advanced · Course · 3 - 6 Months,https://www.coursera.org/learn/packt-advanced-ruby-programming-and-object-oriented-design-prbon,Advanced Ruby Programming and Object-Oriented Design,"Package and Software Management, File I/O, Testability, Software Design Patterns, Development Testing, Software Documentation",,,Starts Feb 17,,,
77,Ruby,Ruby Scripting for DevOps,4.5,24 reviews,Intermediate · Guided Project · Less Than 2 Hours,https://www.coursera.org/projects/ruby-scripting-for-devops,Ruby Scripting for DevOps,,,,,,,en
78,Ruby,Google IT Support,4.8,212K reviews,Beginner · Professional Certificate · 3 - 6 Months,https://www.coursera.org/professional-certificates/google-it-support,Google IT Support,"Interviewing Skills, IT Security Architecture, Version Control, Network Troubleshooting, Technical Support, Computer Hardware, Computer Networking, Package and Software Management, Systems Administration, Operating System Administration, IT Infrastructure, TCP/IP, File Systems, Network Security, IT Automation",Technical Support Fundamentals | The Bits and Bytes of Computer Networking | Operating Systems and You: Becoming a Power User |  System Administration and IT Infrastructure Services |  IT Security: Defense against the digital dark arts  | Accelerate Your Job Search with AI,,Starts Feb 17,P3M,P3M,en
79,Ruby,Programming with JavaScript,4.7,4.9K reviews,Beginner · Course · 1 - 3 Months,https://www.coursera.org/learn/programming-with-javascript,Programming with JavaScript,"Computer Programming, Unit Testing, Program Development, JSON, Debugging, Package and Software Management, Web Applications, Web Development Tools, Event-Driven Programming, Programming Principles, Data Structures, Object Oriented Programming (OOP), Development Environment, Jest (JavaScript Testing Framework), Functional Design, Node.JS, Front-End Web Development, Javascript",,,Starts Feb 17,,,
80,Ruby,Gemini for Application Developers,4.5,15 reviews,Beginner · Course · 1 - 4 Weeks,https://www.coursera.org/learn/gemini-for-application-developers,Gemini for Application Developers,"Gemini, Code Review, Application Development, Generative AI, Cloud Applications, Integrated Development Environments, Software Development Tools, Google Cloud Platform",,,Starts Feb 17,,,
